Date,Series,Value
2018-12-13,Average Tone,-1.5235
2018-12-14,Average Tone,-1.1695
2018-12-15,Average Tone,-1.1725
2018-12-16,Average Tone,-1.1352
2018-12-17,Average Tone,-0.7755
2018-12-18,Average Tone,-0.9143
2018-12-19,Average Tone,-1.0677
2018-12-20,Average Tone,-1.3668
2018-12-21,Average Tone,-1.3881
2018-12-22,Average Tone,-1.2803
2018-12-23,Average Tone,-0.9599
2018-12-24,Average Tone,-0.7024
2018-12-25,Average Tone,-1.2798
2018-12-26,Average Tone,-1.0214
2018-12-27,Average Tone,-0.944
2018-12-28,Average Tone,-1.3269
2018-12-29,Average Tone,-1.244
2018-12-30,Average Tone,-0.8808
2018-12-31,Average Tone,-0.5584
2019-01-01,Average Tone,-0.3088
2019-01-02,Average Tone,-1.1985
2019-01-03,Average Tone,-1.3946
2019-01-04,Average Tone,-1.1868
2019-01-05,Average Tone,-1.4518
2019-01-06,Average Tone,-0.8912
2019-01-07,Average Tone,-0.9274
2019-01-08,Average Tone,-1.2747
2019-01-09,Average Tone,-0.7805
2019-01-10,Average Tone,-0.8831
